Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,31825,31825,31825, 36 months,7.90%,995.82,A,A4,Audubon Mutual Housing Corporation,5 years,MORTGAGE,75000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/15/11 > Hello<br>I plan to use my funds to pay off my credit cards 100%.  <br>I pay more in minimum payments now than my loan payment will be and you can see by my credit report that I always repay my debts.<br>I have a very secure job in property management.  I have been with the company for close to 6 years.<br><br> Borrower added on 12/16/11 > In addition to the other info provided I would like to add that a majority of our credit card debt was from overruns when we added an addition to our home.  Unfortunately to finish the job we needed to use credit cards as our home equity line was cut during after the real estate bubble burst.<br><br>  Borrower added on 12/17/11 > One more note regarding my credit card payments.  Currently I have close to $2000.00 dollars a month budgeted.  The less than $1,000.00 loan payment monthly will allow me to save a generous portion of my monthly budget, something I am looking forward to greatly.<br>",debt_consolidation,Debt Consolidation Loan,080xx,NJ,14.03,0,Nov-81,0,,,12,0,23151,27.40%,26,f,0,0,34886.91378,34886.91,31825,3061.91,0,0,0,Aug-13,16966.7,,Jul-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,9975, 60 months,15.96%,242.97,C,C5,US Legal Support,2 years,RENT,29120,Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Brown Eyes Loan,330xx,FL,22.83,0,Feb-97,1,68,,11,0,16158,63.60%,31,f,0,0,14577.21885,14540.78,10000,4577.22,0,0,0,Jan-17,241.99,,Jan-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,8.90%,158.77,A,A5,Good Samaritan Society,2 years,RENT,24044,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/16/11 > The purpose of this loan is to pay off a couple of high interest credicards and holidays expenses so I can start the new year having only one creditor. Thank you for making this possible.Merry Christmas e a Prosperous New Year to all. Thank you<br>,debt_consolidation,Consolidation,974xx,OR,11.93,0,Apr-05,0,45,,8,0,2224,29.30%,16,f,0,0,5715.56,5715.56,5000,715.56,0,0,0,Jan-15,163.64,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,15.96%,245.97,C,C5,GREG BARRETT DRYWALL,7 years,RENT,34000,Source Verified,Dec-11,Fully Paid,n,,,credit_card,Credit Card Loan,934xx,CA,6.35,0,Oct-07,1,,,6,0,6113,60.50%,6,f,0,0,8854.510004,8854.51,7000,1854.51,0,0,0,Jan-15,260.74,,Jun-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12400,12400,12400, 36 months,10.65%,403.91,B,B2,Sharp Lawn Inc.,10+ years,RENT,41000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/16/11 > I plan to use the funding from this loan to pay off my credit cards in order to obtain lower interest rates and to have only one payment per month. I will be saving around $80 per month on interest including loan fees. I plan on using extra money to start an IRA. Worked at same business for 10 years<br>,credit_card,December 2011 Credit Card Loan,405xx,KY,11.8,0,Jul-05,2,,,9,0,11095,57.20%,12,f,0,0,14540.67999,14540.68,12400,2140.68,0,0,0,Jan-15,417.61,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10800,10800,10800, 36 months,9.91%,348.03,B,B1,Department of Justice,2 years,RENT,55596,Source Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/19/11 > I have a very stable job &amp; am moving to get a better position. Thanks for your help!<br><br>  Borrower added on 12/22/11 > Almost there, am ready to take care of business, Merry Christmas! ^_^<br>",moving,Moving to better job; help a veteran!,946xx,CA,5.5,0,Dec-00,0,,,7,0,2535,13.30%,18,f,0,0,12159.18687,12159.19,10800,1359.19,0,0,0,Nov-13,3483.79,,Aug-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,7.90%,469.36,A,A4,Gateway Hospice,1 year,RENT,45000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > I am looking to pay off all my credit cards and have one lump sum to pay each month.  I graduated with my masters 2 years ago.  It took me a year to find a good job and I have been with them for a year now.  The next thing for me to fix in my life is my credit situation.  If I can pay one lump sum I will be saving money each month.  I would really appreciate the consideration of being approved.<br>,debt_consolidation,Debt Consolidation Loan,445xx,OH,8.48,0,Nov-04,0,,,7,0,6704,50.40%,27,f,0,0,16663.34403,16663.34,15000,1663.34,0,0,0,Jan-14,5872.8,,Jun-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,12.42%,200.5,B,B4,Cox Communications,1 year,RENT,36852,Source Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/15/11 > This loan will be used to clear out my current credit cards to $0 balances and close them.  I have really high interest rates on them and chasing multiple minimum payments around is not working out so well.<br><br> Borrower added on 12/15/11 > I currently pay about $480 per month in minimums and have the lower interest rate is going to lower the payments so much, that i will actualy be paying this loan off in about half the time as ihave already learned to live with the 480 per month. <br><br>  Borrower added on 12/16/11 > For te consolidation of credit cards and to clear all revolving debt.<br>",debt_consolidation,Credit Card Consolidation,850xx,AZ,10.62,0,Apr-07,1,,,7,0,7310,66.50%,12,f,0,0,7127.722011,7127.72,6000,1127.72,0,0,0,Apr-14,1923.53,,Jul-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12500,12500,12475, 60 months,12.69%,282.44,B,B5,United States Infrastructure Corporation,1 year,RENT,27000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/20/11 > The purpose of this loan is to pay off my credit card debt. The remaining will go towards my student loan.<br>,debt_consolidation,Credit card debt,604xx,IL,16.04,0,Dec-01,3,,,6,0,10143,50%,24,f,0,0,16945.87595,16911.98,12500,4445.88,0,0,0,Jan-17,281.92,,Dec-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,7.51%,298.67,A,A3,Nucor Building Systems,4 years,RENT,68004,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > Funds will be used for an upcoming wedding.<br>I have a very stable job and will have no problems paying back the funds.<br>,other,Other Loan,292xx,SC,6.63,0,Jan-03,0,,,6,0,2896,18.10%,11,f,0,0,10751.86997,10751.87,9600,1151.87,0,0,0,Jan-15,311.56,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,7.90%,375.49,A,A4,John Wiley Jr.,10+ years,RENT,62300,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > To be used to payoff high interest loans.<br>,debt_consolidation,Debt Consolidation,088xx,NJ,16.7,0,Mar-94,0,38,,15,0,8601,21%,25,f,0,0,13517.36,13517.36,12000,1517.36,0,0,0,Jan-15,380.98,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,18.25%,108.84,D,D5,,9 years,MORTGAGE,65000,Not Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/15/11 > Combination of things, including a higher-then expected school tax bill, short term year-end cashflow pinch. <br><br>I intend to pay this off ASAP, once one of my client projects wraps up. <br><br>My business is increasing steadily - recovering nicely from the credit crunch, which affected many of my clientele in 2009 &amp; 2010.<br><br>PS:  I've never been late with a payment. Ever. ;-)<br><br>Thank you ... and happy holidays!<br>",other,Year End Cleanup,180xx,PA,17.39,0,Sep-98,0,,,8,0,43936,98.10%,22,f,0,0,3917.949999,3917.95,3000,917.95,0,0,0,Jan-15,115.38,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4400,4400,4400, 36 months,16.77%,156.37,D,D2,citizens bank,10+ years,RENT,55000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,debt,029xx,RI,20.01,0,Jun-04,0,,,7,0,25237,99%,11,f,0,0,5629.270001,5629.27,4400,1229.27,0,0,0,Jan-15,162.44,,Dec-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,6.03%,182.62,A,A1,"Stewart Enterprises, Inc.",10+ years,MORTGAGE,45600,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/16/11 > Debt Consolidation Loan - Student Loan/Credit Card<br>,debt_consolidation,Debt-Consolidation ,700xx,LA,5.34,0,Nov-95,1,,,6,0,3378,32.50%,28,f,0,0,6065.86,6065.86,6000,65.86,0,0,0,Jul-12,15.01,,Jun-12,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 36 months,9.91%,451.15,B,B1,golfers warehouse,6 years,RENT,80000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > i am opening a small business and need a small amount to finalize the process<br><br>  Borrower added on 12/17/11 > i have over 8 years of profesional experience in this low cost/high return market.  my employee has over 12 years experience as well.<br>,small_business,Small Business Loan,010xx,MA,10,0,Jul-99,1,45,,7,0,2219,13.40%,40,f,0,0,16241.38,16241.38,14000,2241.38,0,0,0,Jan-15,457.91,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,8.90%,158.77,A,A5,STERIS Corporation,10+ years,MORTGAGE,100000,Source Verified,Dec-11,Charged Off,n,,,debt_consolidation,Debt Consolidation for a better life,441xx,OH,16.33,0,Jun-95,0,,,17,0,74351,62.10%,35,f,0,0,5028.87,5028.87,4217.38,696.99,0,114.5,1.07,Aug-14,158.77,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,10.65%,325.74,B,B2,Costco Wholesale Corp.,6 years,RENT,27000,Verified,Dec-11,Fully Paid,n,,,other,Other Loan,104xx,NY,11.47,0,Nov-06,0,,,7,0,7814,52.30%,10,f,0,0,11726.32,11726.32,10000,1726.32,0,0,0,Jan-15,332.92,,Jul-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,6.03%,304.36,A,A1,Helicoil,10+ years,RENT,60000,Not Verified,Dec-11,Fully Paid,n,,,credit_card,Credit Card Loan,067xx,CT,12.74,0,Sep-92,1,,,11,0,14019,19.50%,18,f,0,0,10282.70571,10282.71,10000,282.71,0,0,0,Jul-12,8762.05,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,6.62%,337.75,A,A2,cognizant technology solutions,5 years,RENT,70000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Debt Consolitation ,061xx,CT,10.85,0,Jan-02,0,,,5,0,11638,36.40%,7,f,0,0,12158.61,12158.61,11000,1158.61,0,0,0,Jan-15,346.13,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,9.91%,483.38,B,B1,Caterpillar Inc.,8 years,MORTGAGE,80000,Not Verified,Dec-11,Charged Off,n,,  Borrower added on 12/15/11 > Using to pay off existing loans and credit card debt<br><br>  Borrower added on 12/16/11 > All are of a higher interest rate so this interest rate is substantionaly lower giving me peace of mind..<br><br>  Borrower added on 12/18/11 > My job is very stable and I have seniority over more than 80% of the workforce which makes it highly unlikely for me to get laid off..I made it through the 2008 economic downturn without a beat and I still have unlimited overtime oppurtunity<br>,debt_consolidation,Debt Consolidation Loan,616xx,IL,9.12,0,Apr-92,2,,,9,0,11845,63.70%,28,f,0,0,16177.77,16177.77,13556.45,2374.34,24.17,222.81,36.3708,Oct-14,483.38,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25600,25600,25350, 36 months,9.91%,824.96,B,B1,City of Santa Monica ,9 years,RENT,110000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/14/11 > I would like to clear my credit card balances and consolidate as single payment, I am in good standing on all my credits and never missed a payment.<br>",credit_card,Credit card refinance loan,913xx,CA,15.71,0,Jul-99,0,,,11,0,26088,62%,27,f,0,0,29698.51,29408.49,25600,4098.51,0,0,0,Jan-15,838.27,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,10.65%,228.02,B,B2,Aerotek Scientific,< 1 year,RENT,40000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Loan 12142011,947xx,CA,7.38,0,Apr-04,0,,,7,0,12168,92.90%,12,f,0,0,8208.410003,8208.41,7000,1208.41,0,0,0,Jan-15,240.27,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,15.96%,421.65,C,C5,Chemat Technology Inc,4 years,RENT,50000,Not Verified,Dec-11,Charged Off,n,,,car,Car Loan,914xx,CA,20.88,0,Oct-06,2,,,11,0,15793,90.80%,11,f,0,0,3531.77,3531.77,1903.66,1039.35,0,588.76,5.49,Aug-12,421.65,,Jul-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,9.91%,386.7,B,B1,Scott & White,1 year,RENT,46000,Not Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/19/11 > I got crazy with my credit cards in college and now its time to finally pay it all down. I just want a one stop shop to consolidate all my debt so I can feel like I actually am paying my cards down, and also so I can start saving.<br><br> Borrower added on 12/19/11 > Please help me to get rid of my credit card debt in 3 years or less. I've made the mistake of spending too much in college and now it's time to finally pay it all down! One monthly payment and a lower interest rate will definitely help me to reach my goal, and to really start saving for my future.<br>",credit_card,Credit Cards,765xx,TX,8.11,0,May-00,1,,,11,0,12143,52.10%,12,f,0,0,13751.14474,13751.14,12000,1751.14,0,0,0,Jul-14,964.73,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,20975, 60 months,19.91%,555.33,E,E4,Costco,7 years,RENT,50000,Verified,Dec-11,Charged Off,n,,  Borrower added on 12/20/11 > consolidation  of credit cards.<br>,debt_consolidation, Bill pay of,980xx,WA,21.58,0,Sep-98,1,,,7,0,19448,97.60%,14,f,0,0,18325.89,18304.09,8990.81,9328.33,0,6.75,0,Oct-14,555.33,,Feb-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,15950, 60 months,19.91%,423.11,E,E4,CA Technologies,7 years,RENT,81000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/16/11 > Will use this opportunity to consolidate my high interest debt obligations, a mojority of which were accrued during school years (undergraduate and graduate degree programs). <br><br>My credit history from the past 10+ years is testament to the fact that i have never missed a payment.<br>",credit_card,refinance debt,017xx,MA,20.52,0,Dec-98,3,,,12,0,27884,75.10%,21,f,0,0,20882.09701,20816.84,16000,4882.1,0,0,0,Oct-13,9931.02,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,12.42%,334.16,B,B4,Netflix,< 1 year,OWN,39000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Debt Consolidation Loan,972xx,OR,18.58,0,Dec-04,0,,,5,0,12874,72.70%,10,f,0,0,11477.10378,11477.1,10000,1477.1,0,0,0,Jul-13,5803.94,,Mar-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,10.65%,325.74,B,B2,DCAA,2 years,RENT,51400,Not Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/21/11 > I plan to use the funds to pay off all of my credit card debt. I have always been a responsible individual, paid my bills on time, and have never been unemployed. I have a stable job in an in-demand industry. I keep a monthly budget of my income and expenses.<br>",credit_card,My End to Bad Spending Habits Plan,752xx,TX,19.14,0,Oct-00,3,,,10,0,10160,59.10%,24,f,0,0,10576.43411,10576.43,10000,576.43,0,0,0,Aug-12,8627.74,,Sep-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7100,7100,7100, 36 months,16.77%,252.33,D,D2,Triple D security ,1 year,MORTGAGE,33000,Verified,Dec-11,Fully Paid,n,, I wna apply for $7100 loan to pay off all credit cards n line of credit I have n hospital bill. If I do get loan I can definitely pay the monthly payments back.<br> Borrower added on 12/14/11 > I only want a loan of $7100. If I can get this that would b great. <br>,debt_consolidation,To pay of all debt,787xx,TX,24,0,Apr-07,2,,,4,0,6021,91.20%,8,f,0,0,9083.530005,9083.53,7100,1983.53,0,0,0,Jan-15,262.78,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13000,13000,13000, 60 months,12.69%,293.74,B,B5,wrisco,< 1 year,MORTGAGE,30000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/07/11 > plan to use the funds to pay off bills. always pay bills on time.  monthly budget will be minimal after consolidating. have good job<br>,debt_consolidation,Debt Consolidation Loan,077xx,NJ,13.72,0,May-02,0,,,17,0,17080,58.90%,27,f,0,0,17402.23999,17402.24,13000,4402.24,0,0,0,Jan-16,3596.46,,Jan-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17500,8950,8925, 60 months,17.27%,223.74,D,D3,,6 years,RENT,40000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 11/28/11 > Thanks.<br> Borrower added on 12/05/11 > Hello,<br>I am in need of the money to purchase a tractor for my new business. I have a signed contract for guaranteed income for the next 5 years. Just need some extra support to get started. I appreciate the assistance.<br><br> Borrower added on 11/28/11 > Thanks.<br> Borrower added on 12/05/11 > Hello,<br>I am in need of the money to purchase a tractor for my new business. I have a signed contract for guaranteed income for the next 5 years. Just need some extra support to get started. I appreciate the assistance.<br>",small_business,Start Up,951xx,CA,19.47,0,May-06,1,,,5,0,10724,58.90%,6,f,0,0,13227.10001,13190.15,8950,4277.1,0,0,0,Feb-16,2487.58,,Jan-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17675,17675,17675, 60 months,14.65%,417.25,C,C3,webb candy,< 1 year,RENT,50000,Source Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/07/11 > I am trying to wrap everything together - I currently pay well over 700 a month for this debt, and have NEVER been late.  ",debt_consolidation,Debt Consolidation Loan,540xx,WI,16.46,0,Jul-02,2,,,6,0,6661,57.40%,14,f,0,0,21323.86749,21323.87,17675,3648.87,0,0,0,Aug-13,13814.81,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,16.77%,284.31,D,D2,Omniplex ,< 1 year,RENT,62000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/16/11 > I am looking to pay down my high interest revolving credit card accounts in full with this loan<br>,debt_consolidation,Debt Consolidation Loan,225xx,VA,21.64,0,Jul-06,3,,,14,0,6088,66.90%,20,f,0,0,10273.24,10273.24,8000,2258.24,15,0,0,Dec-14,606.54,,Mar-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,9975, 60 months,10.65%,215.69,B,B2,CEC ENTERTAINMENT INC,10+ years,RENT,45996,Verified,Dec-11,Charged Off,n,,,debt_consolidation,Consolidation,440xx,OH,21.73,0,May-97,1,,,7,0,11170,30.10%,15,f,0,0,8772.91,8751.08,5495.38,2429.23,1,847.3,152.514,Apr-15,1,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3500,3500,3500, 36 months,10.65%,114.01,B,B2,CPI,7 years,MORTGAGE,55000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > pay off credit cards<br>,debt_consolidation,blessings,437xx,OH,5.39,0,Oct-05,1,,,9,0,6611,45.90%,12,f,0,0,4104.209999,4104.21,3500,604.21,0,0,0,Jan-15,118.32,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
